Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3678,4420,4420,63239,48322,0.72,3192,63928,55999,0.15,679,3187,1698,4420,66849,51870,4420,3151,611,0.14,598,135643,39900,0.13,593,113617,29730,0.74,3275,19839,12468,4657,221539,103111
3682,383,383,52839,49933,0.74,282,59089,57882,0.15,56,3445,1301,383,56260,53973,383,3063,499,0.15,58,123551,54218,0.16,60,116565,54232,0.74,285,14756,10893,434,168362,74832
3683,1072,1072,54789,49028,0.78,838,59492,56402,0.1,107,2822,1698,1072,57204,51464,1072,2367,680,0.1,109,61999,30627,0.1,111,48865,16615,0.75,805,14229,11989,1186,150263,80054
3685,1946,1946,57593,50846,0.76,1477,59993,57079,0.13,245,3569,2333,1946,60887,53484,1946,3163,816,0.1,193,105379,38346,0.1,189,89453,18021,0.76,1482,15816,12129,2065,205114,91783
3687,644,644,60273,53486,0.78,503,62808,58240,0.1,66,2950,46,644,63184,56183,644,2793,840,0.1,64,78289,37385,0.1,63,50993,15888,0.78,501,16337,12282,727,162748,87614
3688,978,978,64442,53691,0.79,768,65802,61158,0.12,121,3626,1221,978,68224,57696,978,3313,842,0.11,112,100776,38780,0.11,112,77200,24582,0.79,770,18261,13105,1022,169972,77987
3690,21101,21101,60340,53998,0.83,17550,61292,58097,0.1,2113,1998,833,21101,63039,56485,21101,2653,783,0.07,1560,79293,31952,0.07,1498,51913,14302,0.79,16738,15798,12094,22493,142136,60753
3691,8455,8455,67361,59182,0.8,6794,68192,63478,0.13,1141,3029,1462,8455,70797,62167,8455,3251,991,0.09,796,92663,36376,0.09,798,68106,20928,0.81,6826,18818,13886,8709,174874,81366
3695,336,336,54688,45082,0.68,227,60855,55471,0.18,59,4875,1520,336,58455,47741,336,2848,562,0.12,40,78451,45586,0.13,43,58436,25541,0.72,243,15046,10337,342,205649,110005
3697,346,346,47833,38518,0.66,230,54974,46130,0.18,64,6018,2494,346,50745,41153,346,2379,278,0.13,46,82756,38940,0.13,44,65670,19454,0.67,233,13757,9054,375,201774,88362
3698,611,611,65251,49889,0.72,441,64039,51029,0.21,129,2273,2032,611,69621,52007,611,4130,686,0.14,87,80682,29286,0.13,82,58333,11024,0.73,448,20392,12681,708,218478,110918
3699,685,685,54386,44712,0.78,532,55717,47731,0.15,106,4271,1730,685,57236,46599,685,2786,585,0.13,92,48910,27750,0.13,86,32524,16816,0.75,512,14709,9608,746,179046,70911
3700,888,888,53996,46453,0.73,652,57300,52174,0.14,122,5855,3497,888,57402,49718,888,3207,594,0.11,102,155460,48648,0.12,104,130351,26084,0.75,669,14050,10291,950,159104,74139
3701,649,649,56080,44907,0.65,420,51121,47342,0.14,88,1953,1462,649,59612,47392,649,3028,329,0.14,94,110189,44676,0.14,91,102185,27501,0.69,450,18582,10835,692,154300,71360
3705,165,165,55882,38689,0.67,111,44027,40000,0.14,23,4916,661,165,58926,41146,165,2782,144,0.15,25,96609,31447,0.15,24,82039,34334,0.67,110,17554,9168,190,113622,57117
3707,990,990,54798,44408,0.68,674,55441,47661,0.15,152,3987,2390,990,58613,47010,990,3368,510,0.13,124,81498,37260,0.12,118,64399,24040,0.73,718,14932,10184,1102,156112,70193
3709,179,179,49111,37411,0.56,100,54335,48270,0.14,25,8999,6287,179,54802,41065,179,3454,315,0.13,23,134845,49711,0.13,23,121057,61989,0.63,112,15180,10698,195,185132,81744
3711,348,348,61633,40955,0.67,234,66539,53412,0.1,35,3949,4433,348,65012,43226,348,2754,540,0.13,44,129655,43580,0.12,43,117728,45448,0.66,231,23484,12542,407,210960,102873
3712,190,190,56781,47428,0.73,139,62629,54120,0.14,27,2851,1068,190,61248,48288,190,4228,508,0.11,21,54908,56465,0.11,21,53186,32803,0.72,136,17348,12105,237,177244,89965
3713,503,503,54136,42871,0.78,390,53927,46993,0.08,38,5656,2878,503,57090,44434,503,2925,648,0.08,38,71534,47286,0.07,37,53844,16028,0.74,374,14921,8677,611,142661,65763
3714,2177,2177,57011,46745,0.7,1531,58327,51958,0.13,287,3120,2064,2177,59805,49049,2177,2714,534,0.14,300,105392,39848,0.14,294,83831,22901,0.72,1564,17042,11075,2426,174866,83775
3715,205,205,48580,36583,0.62,128,52827,44790,0.14,29,1224,1379,205,58407,41208,205,5679,440,0.17,35,112837,68000,0.17,35,100762,70730,0.65,133,15094,9099,238,199243,68374
3717,1931,1931,55450,44694,0.66,1277,60869,53837,0.12,227,2848,2433,1931,58603,46780,1931,2759,468,0.15,297,108134,47302,0.15,292,88995,22808,0.7,1359,16877,11348,2125,197439,78558
3718,55,55,53949,45023,0.71,39,59922,54701,0.18,10,7014,85,55,58441,45797,55,3290,425,0.16,9,68986,48945,0.18,10,50970,19332,0.62,34,21685,17143,65,300490,125107
3719,284,284,65496,39720,0.66,188,63833,43976,0.11,30,3825,1451,284,68657,41242,284,2551,334,0.16,45,97328,40982,0.17,47,78706,27344,0.68,193,23828,10943,308,199052,81638
3720,449,449,54816,42715,0.7,316,56890,46187,0.17,76,2376,862,449,58229,45784,449,3343,545,0.13,60,102932,26711,0.13,58,92634,24830,0.74,332,15248,8309,487,182984,93238
3722,3641,3641,65022,46805,0.72,2613,58055,51162,0.14,508,4740,2841,3641,69019,50424,3641,3724,650,0.15,531,86787,39720,0.14,513,67015,21109,0.75,2735,20395,10842,3919,196617,79031
3723,1820,1820,55951,41951,0.73,1320,55799,44895,0.15,264,3073,2881,1820,59799,45065,1820,3464,577,0.16,290,85331,36821,0.16,284,71218,20143,0.7,1272,17233,10129,2098,195920,77796
3725,402,402,59445,51552,0.65,262,62096,57736,0.13,54,8371,2204,402,62684,55666,402,3126,518,0.12,48,153770,77142,0.12,49,133205,55438,0.73,294,18202,13527,442,211149,88532
3726,238,238,46574,40132,0.63,151,47797,47949,0.1,24,8644,6192,238,49700,42582,238,2613,291,0.14,34,67498,23092,0.13,32,54022,16965,0.71,169,12411,8655,245,201065,84008
3727,196,196,46240,45040,0.65,128,56103,53452,0.11,22,3033,4834,196,49070,46370,196,2215,308,0.16,31,125221,45823,0.14,28,122051,28304,0.71,140,12098,9705,207,209812,60980
3728,392,392,51002,44933,0.78,304,50045,49270,0.06,24,4247,0,392,57194,49235,392,2991,666,0.09,34,155246,62090,0.08,32,118557,33882,0.72,283,13168,9561,435,128313,57883
3730,5628,5628,60179,48246,0.75,4242,59574,53998,0.11,640,1294,1556,5628,63429,51264,5628,3052,760,0.08,449,86368,31564,0.07,420,68086,17310,0.74,4167,17012,11919,6297,195088,82216
3732,404,404,51355,41668,0.72,290,53136,47847,0.12,47,5360,3655,404,56248,47244,404,3914,512,0.19,76,94099,45868,0.19,77,78719,26519,0.7,284,14963,10475,426,133892,61148
3733,136,136,51747,36514,0.71,96,45277,39100,0.08,11,8024,3294,136,54640,39406,136,2667,397,0.16,22,74437,23213,0.15,20,70330,22093,0.68,93,15912,8272,158,186474,58411
3735,455,455,60769,49916,0.74,336,57616,53588,0.17,79,4609,3124,455,65530,53312,455,4431,760,0.13,60,94071,44849,0.12,56,76329,38375,0.8,366,14898,10478,478,158169,67141
3737,2769,2769,55831,47305,0.76,2114,57874,52870,0.14,397,3639,3191,2769,58887,50306,2769,2857,627,0.12,328,93536,36748,0.11,315,77704,20736,0.75,2076,15490,10676,3044,167437,73899
3738,116,116,54879,47072,0.91,105,52863,48967,0.06,7,-999,-1207,116,57626,50654,116,2528,840,0.09,11,136327,52673,0.09,11,110916,40572,0.79,92,12739,9074,132,105008,65580
3739,155,155,64923,48111,0.75,116,55414,51294,0.15,24,817,63,155,69029,51927,155,4065,640,0.14,21,93934,32092,0.14,21,75799,13104,0.75,117,20187,11380,161,196124,95818
3740,739,739,58575,49338,0.77,566,59409,51323,0.17,126,3294,1572,739,62245,51844,739,3542,653,0.15,109,110418,39577,0.14,103,93290,19286,0.75,551,16804,11318,813,185340,80940
3741,2225,2225,63669,46567,0.73,1629,59541,49448,0.18,395,5925,3340,2225,67005,49731,2225,3152,630,0.14,305,106699,38413,0.13,296,80511,16678,0.76,1681,19594,10397,2415,192422,83785
3744,277,277,60961,44085,0.71,196,53630,42048,0.14,40,5334,3226,277,63909,45954,277,2948,526,0.21,58,76215,31760,0.19,54,47140,10448,0.73,201,18948,11108,308,226006,81608
3746,210,210,56778,47760,0.75,158,61082,55346,0.14,29,439,-227,210,59203,50695,210,2370,668,0.16,34,88442,32112,0.15,32,70751,13610,0.75,158,16004,11081,256,135112,81982
3747,3092,3092,61679,49610,0.75,2310,64422,56686,0.14,428,3954,1835,3092,64718,53308,3092,2889,811,0.15,455,74265,29525,0.14,447,50799,15585,0.74,2292,18361,12739,3428,204328,103473
3749,1338,1338,62377,47778,0.74,985,64051,55582,0.17,231,3477,2965,1338,65355,51180,1338,2863,622,0.14,194,70275,29392,0.15,195,42429,16634,0.73,981,19207,12956,1404,225003,118574
3750,16657,16657,60958,53984,0.84,14059,65528,60809,0.12,2072,-5249,-4427,16657,63571,56442,16657,2568,1155,0.17,2832,60971,27180,0.16,2663,44297,12854,0.81,13418,15974,12280,14894,57583,27019
3751,122,122,83894,57877,0.7,85,68526,63482,0.16,20,2312,814,122,86871,63360,122,2977,1192,0.1,12,81423,52644,0.1,12,76481,42009,0.76,93,30076,13913,131,251615,53745
3752,15696,15696,66814,58402,0.86,13576,69536,63328,0.15,2323,-4070,-3145,15696,69699,60926,15696,2865,1200,0.1,1586,58489,26166,0.09,1480,39234,11014,0.82,12878,18206,13783,16182,110868,56169
3753,3649,3649,67425,60567,0.86,3122,72103,67398,0.1,363,-3809,-3314,3649,70758,64090,3649,3288,1447,0.12,452,54870,26744,0.12,432,37608,14965,0.84,3068,17896,14040,3553,101433,42551
3754,30723,30723,68781,59958,0.87,26816,71822,65358,0.12,3675,-5015,-4012,30723,71799,62878,30723,2990,1246,0.11,3266,76205,25399,0.1,3076,58315,11469,0.82,25344,18923,14564,31057,104208,54581
3755,136,136,67534,45294,0.68,92,67804,53666,0.19,26,-4545,392,136,70408,47784,136,2590,1034,0.12,16,72844,36280,0.12,16,54389,27998,0.71,97,23644,14470,171,214401,80998
3756,10589,10589,64502,56405,0.85,8958,67298,61714,0.09,920,-1738,-1878,10589,67428,58952,10589,2911,1145,0.11,1186,59474,32024,0.11,1118,38888,15540,0.81,8628,17289,12943,10772,107272,49293
3757,5489,5489,69152,55086,0.78,4303,69376,60365,0.13,688,-334,-1367,5489,72258,57533,5489,3077,952,0.1,547,75124,41700,0.1,536,48282,15892,0.79,4346,20527,13667,6144,163725,78364
3758,1352,1352,65305,55211,0.8,1087,70981,63314,0.13,182,-2859,-2150,1352,68798,58245,1352,3446,1138,0.11,155,80337,36978,0.11,149,61011,19460,0.78,1057,18861,14026,1534,163049,89487
3759,666,666,84881,60366,0.74,492,81482,64722,0.17,110,372,352,666,88836,63884,666,3944,964,0.13,85,73227,23016,0.12,82,47670,11208,0.78,522,29393,16593,749,284371,129970
3760,268,268,73236,54071,0.76,203,75592,60338,0.12,31,4525,3914,268,77754,56329,268,4351,1224,0.12,33,76114,43321,0.12,31,44181,19082,0.78,209,23581,14795,299,267560,120486
3761,771,771,71084,53409,0.73,562,71038,60986,0.14,108,2444,1394,771,74970,56596,771,3864,941,0.14,108,72397,42976,0.13,104,51967,15636,0.77,591,22477,15214,879,196041,89869
3762,80,80,161344,63572,0.59,47,79112,72455,0.2,16,7666,5013,80,165104,64340,80,3754,416,0.2,16,83552,44299,0.21,17,61516,17751,0.7,56,84566,17918,77,319163,97911
3763,1066,1066,66987,54824,0.82,876,68925,61838,0.1,105,-895,-410,1066,70233,57984,1066,3176,1074,0.15,155,84702,33120,0.14,146,64326,15344,0.8,855,18511,13546,1221,147517,76713
3764,6076,6076,66850,56688,0.81,4939,68974,62432,0.11,641,175,-788,6076,70058,59398,6076,3153,1122,0.1,610,88448,38722,0.1,592,66854,18925,0.79,4822,19081,13835,6634,154837,69277
3765,4178,4178,71941,58776,0.79,3292,72601,64618,0.14,569,-315,-699,4178,75329,61842,4178,3358,976,0.11,443,75441,35190,0.1,432,43803,11793,0.8,3336,21582,15247,4732,184142,91261
3766,756,756,74551,64372,0.78,591,79209,71926,0.16,122,220,-460,756,77711,68658,756,3159,984,0.12,88,66931,27868,0.12,87,36415,10904,0.8,606,22511,17654,885,185438,99202
3767,734,734,75057,58914,0.76,555,79060,65648,0.13,94,-1803,-2089,734,78470,61632,734,3375,1108,0.13,95,69691,20000,0.13,93,39009,8316,0.76,560,24431,16679,838,199162,102450
3770,2053,2053,79453,55074,0.75,1540,68432,58681,0.12,243,4141,1386,2053,83690,58230,2053,3783,810,0.12,238,84754,36450,0.11,234,54663,18258,0.78,1598,29505,14076,2238,215303,76454
3775,2565,2565,74504,56345,0.76,1941,71537,60499,0.14,358,1331,16,2565,78053,58948,2565,3449,777,0.12,301,77625,35646,0.11,287,53697,17876,0.78,2006,23837,14539,2893,208405,85126
3777,6406,6406,64809,51071,0.76,4872,63652,56137,0.12,798,1936,965,6406,67979,53588,6406,3052,706,0.13,858,88801,39935,0.13,830,60225,15834,0.77,4911,19259,12357,7364,166503,72653
3778,137,137,51597,46792,0.69,95,59405,49173,0.1,14,9016,4882,137,53776,47203,137,2179,576,0.22,30,48835,21714,0.2,28,42010,13081,0.72,99,14028,8360,149,112209,50190
3779,294,294,48753,33567,0.63,185,55843,47154,0.15,45,5627,5145,294,51790,39427,294,2312,318,0.13,38,78208,24645,0.13,37,63470,19081,0.62,183,15641,10499,345,205370,71585
3781,2684,2684,68664,56879,0.84,2246,67471,60742,0.1,279,-876,-1291,2684,71601,59170,2684,2899,864,0.13,344,63072,30375,0.12,326,39204,12484,0.81,2184,19422,13691,3010,129977,73327
3782,4959,4959,73305,56758,0.78,3871,72814,62400,0.14,707,725,-279,4959,76494,59947,4959,3159,793,0.11,559,82854,34030,0.11,531,53847,14226,0.79,3893,22987,15312,5655,189867,96165
3783,1497,1497,72617,56866,0.8,1194,70321,62436,0.14,212,384,488,1497,75614,59269,1497,2944,787,0.12,174,62374,28855,0.11,168,39342,10908,0.8,1204,21792,14168,1678,167059,88805
3786,987,987,84407,58232,0.78,768,83699,66666,0.15,147,-3266,-800,987,87913,63138,987,3485,1006,0.14,137,57589,21120,0.14,135,30361,6865,0.76,755,29742,17697,1123,228218,117572
3787,674,674,76369,54154,0.75,506,79154,59594,0.18,121,2427,-209,674,79902,58530,674,3413,754,0.15,103,77953,25865,0.13,89,54722,12918,0.74,500,26174,17044,742,229374,107240
3788,1121,1121,74475,55108,0.71,799,78373,63279,0.17,191,452,-1007,1121,77553,58715,1121,2985,699,0.12,137,86188,40168,0.12,132,49370,18916,0.75,839,24947,15821,1261,215163,113679
3789,168,168,92042,51448,0.69,116,89047,67524,0.21,36,171,4034,168,96661,59842,168,4610,1198,0.16,27,50602,24800,0.17,28,15158,4763,0.76,128,33855,18537,195,339845,184877
3791,923,923,71983,56043,0.76,703,77128,65764,0.15,138,-419,259,923,75167,57985,923,3185,864,0.14,130,452732,25604,0.14,126,449298,16224,0.77,711,22766,15271,1056,226489,105207
3792,644,644,74211,56305,0.74,479,75512,64752,0.14,93,905,1008,644,77383,58962,644,3156,844,0.15,95,61537,37551,0.14,88,34507,11426,0.76,487,23580,15828,764,221050,117144
3793,2182,2182,64556,51104,0.77,1673,63916,55571,0.15,319,1930,859,2182,67716,54288,2182,3071,702,0.12,266,78935,37945,0.12,257,50933,18433,0.77,1671,19086,12841,2505,156601,75660
3795,890,890,71698,51814,0.7,625,63448,54747,0.21,184,2486,1893,890,75324,54665,890,3626,606,0.12,108,107554,40335,0.12,105,73000,17630,0.79,703,21681,13238,974,193094,74691
3796,6007,6007,67417,56718,0.82,4900,68418,60703,0.11,639,-876,-1295,6007,70392,59481,6007,2946,880,0.12,711,76792,38701,0.11,667,48715,14128,0.8,4828,18988,14028,6763,136532,73814
3797,2088,2088,58999,49020,0.77,1599,61559,53858,0.09,188,2561,3541,2088,61660,51188,2088,2616,614,0.12,248,89551,36563,0.11,240,66024,18745,0.75,1573,16487,11989,2401,133534,63627
3799,3127,3127,55967,47656,0.78,2425,58670,54294,0.09,294,1530,178,3127,58219,49758,3127,2218,613,0.14,435,64373,28120,0.14,432,39253,10712,0.76,2361,14980,11121,3731,122481,59797
3802,14262,14262,59479,51710,0.79,11335,64722,59475,0.16,2350,-1744,-1427,14262,62070,54167,14262,2559,831,0.13,1818,57335,33463,0.12,1733,34708,13331,0.77,11051,16107,12035,15277,110696,47383
3803,6217,6217,53869,48386,0.78,4856,58379,55133,0.11,689,-2675,-2244,6217,56088,50293,6217,2197,700,0.17,1037,65252,36718,0.16,987,43038,14763,0.77,4785,13696,10157,6292,87971,32359
3804,5457,5457,81078,56961,0.74,4042,72313,58850,0.22,1220,-1733,-1506,5457,85450,59938,5457,4312,720,0.1,565,98012,38869,0.1,522,67679,18228,0.79,4333,26934,15065,5581,240558,82472
3805,35238,35238,61262,53112,0.84,29450,64278,58840,0.13,4491,-3787,-2863,35238,63945,55602,35238,2646,918,0.12,4274,64339,32872,0.11,4021,41729,13636,0.8,28144,16355,12066,36229,103505,43602
3806,33038,33038,78663,58744,0.82,27070,74045,64752,0.17,5776,-3802,-3062,33038,84930,61570,33038,6175,1048,0.1,3298,70126,27926,0.09,3116,45327,10962,0.8,26433,25408,14952,34349,158034,63028
3807,4983,4983,78992,60904,0.83,4156,75247,64026,0.16,810,-3756,-2604,4983,82569,63827,4983,3536,1082,0.09,457,78476,32665,0.09,435,48008,10075,0.81,4060,24648,15710,5266,181389,85082
3808,2088,2088,87402,62464,0.76,1592,76307,62721,0.16,343,-1675,-1471,2088,91456,65072,2088,3961,885,0.1,217,86382,30000,0.1,213,61065,13837,0.81,1681,29753,16487,2246,275771,115517
3809,14285,14285,68717,61219,0.88,12593,71022,65938,0.11,1573,-4096,-3467,14285,71580,63853,14285,2843,1278,0.12,1735,49398,23106,0.12,1643,30004,10046,0.84,12006,18416,14440,13931,85990,41071
3810,33465,33465,60675,54283,0.85,28598,63235,58748,0.08,2628,-3347,-2653,33465,63316,56882,33465,2622,961,0.12,4080,54944,23908,0.11,3841,36497,10713,0.81,26957,15807,11994,34261,89662,38467
3812,1572,1572,66204,52602,0.76,1197,66876,57080,0.13,204,-652,-354,1572,70414,55826,1572,3461,830,0.12,181,96701,37257,0.11,166,80147,20902,0.77,1206,20071,13830,1727,166742,79530
3813,617,617,62017,52254,0.76,470,65243,58718,0.12,73,902,-893,617,66014,55249,617,3789,803,0.14,85,82245,35504,0.14,87,60293,20695,0.77,475,17651,13636,669,161904,69460
3814,1559,1559,65248,54584,0.78,1209,66129,59558,0.12,185,1004,-923,1559,68283,57002,1559,2953,804,0.12,182,106411,50793,0.11,179,76255,23892,0.77,1203,19246,13982,1732,163845,70974
3815,2171,2171,67486,52843,0.79,1717,67419,59552,0.11,238,243,-1188,2171,71046,56645,2171,3386,976,0.1,211,208187,40128,0.09,206,179613,21300,0.77,1672,20373,13822,2353,161431,76679
3816,1912,1912,62823,54630,0.78,1497,64267,59376,0.09,163,807,0,1912,65862,56562,1912,2952,826,0.11,210,86432,35157,0.11,205,60793,18041,0.79,1507,17745,12872,2055,108100,52212
3818,10609,10609,60828,51957,0.79,8356,64034,57850,0.1,1034,1285,-36,10609,63798,54363,10609,2834,882,0.1,1094,87036,33184,0.1,1069,64373,15380,0.78,8268,16787,12124,11379,137338,61159
3820,12636,12636,66086,53248,0.79,9975,66769,58422,0.11,1339,1212,-309,12636,69137,55984,12636,3016,998,0.1,1256,78245,29215,0.09,1188,56055,13810,0.78,9813,19503,13070,13344,175474,68573
3821,1904,1904,65382,48660,0.7,1331,64200,54359,0.14,272,2225,297,1904,69736,51694,1904,3643,672,0.14,274,123341,38337,0.14,264,107663,26756,0.74,1407,21516,12859,2008,200663,85550
3822,651,651,62362,52288,0.73,474,65033,56908,0.12,80,2854,430,651,65830,54806,651,3388,878,0.13,82,73047,35588,0.13,83,60241,16094,0.77,499,18076,13063,678,163422,71845
3823,1326,1326,60605,51596,0.74,977,66148,59992,0.1,137,1695,931,1326,64544,54856,1326,3325,956,0.12,162,120784,38228,0.12,162,93635,22659,0.75,993,17776,12763,1432,181998,70735
3824,3159,3159,63177,51986,0.78,2459,66786,58475,0.11,338,2713,1691,3159,66662,54594,3159,2950,858,0.09,290,97812,38764,0.09,283,82654,20875,0.75,2355,19034,13105,3478,184611,81650
3825,11155,11155,59631,48715,0.81,9025,63584,55044,0.09,1000,362,167,11155,62482,51424,11155,2708,965,0.08,885,85780,31783,0.08,872,66370,17235,0.76,8468,16760,11048,12769,152647,58696
3831,1178,1178,69354,47974,0.73,855,63743,55634,0.11,131,-112,-149,1178,72764,51237,1178,3189,851,0.12,146,97315,44118,0.12,144,64456,12699,0.74,877,23485,11158,1304,181661,80772
3832,158,158,54667,41176,0.65,103,50162,47009,0.17,27,3206,2097,158,59153,44204,158,2845,408,0.18,28,96497,35377,0.17,27,61953,30981,0.66,104,17936,12887,172,197393,66873
3833,183,183,54724,43860,0.63,116,59853,54862,0.11,20,8927,9860,183,57270,46651,183,2546,385,0.11,21,65406,38225,0.11,20,54746,27180,0.73,134,15079,8669,213,140452,51733
3835,331,331,56731,43577,0.71,235,58174,47515,0.08,28,3431,2689,331,60321,46470,331,3477,550,0.11,36,128266,30258,0.1,34,127718,33006,0.75,248,15848,9343,358,165152,69993
3840,8515,8515,58206,47025,0.81,6869,60808,52227,0.08,651,2002,662,8515,60653,49167,8515,2423,799,0.07,632,91909,30602,0.07,606,74362,14314,0.75,6353,16337,10624,9783,150928,52722
3842,2560,2560,56273,48057,0.83,2120,59910,53886,0.06,144,-8,290,2560,58624,50316,2560,2294,882,0.06,163,81872,26894,0.06,163,57013,12399,0.75,1917,15219,10735,2919,143980,48295
3844,18561,18561,70926,56401,0.83,15495,72344,62107,0.11,2042,-924,-408,18561,74015,59247,18561,2990,1215,0.08,1453,99304,30131,0.08,1414,77567,14434,0.8,14811,21022,14066,20418,186364,76664
3847,1292,1292,57984,48776,0.78,1010,63573,56996,0.08,109,732,1,1292,61002,52144,1292,2566,886,0.11,136,123477,38768,0.1,133,116422,26462,0.76,981,16290,11400,1444,142016,57935
3850,8831,8831,66794,52517,0.8,7057,67073,57419,0.13,1144,1432,665,8831,70067,54926,8831,3183,1087,0.08,736,96616,35358,0.08,708,68254,17696,0.77,6838,19604,12500,9695,184495,70260
3851,2963,2963,59568,44629,0.72,2144,64685,51956,0.13,390,2456,1064,2963,63805,48064,2963,2941,724,0.15,436,127676,40944,0.14,419,111537,28312,0.71,2115,18831,11444,3289,176155,81192
3852,96,96,70746,70963,0.95,91,72976,72002,0.09,9,-2642,959,96,73167,73458,96,2421,1500,0.07,7,25497,14080,0.05,5,26709,10822,0.92,88,15941,14178,101,84320,25068
3854,964,964,70017,56790,0.82,791,74613,62034,0.13,121,1359,852,964,73645,59382,964,3249,1234,0.12,115,149345,52674,0.12,116,136094,42350,0.8,775,21524,14055,1035,212249,96685
3856,655,655,62536,52720,0.83,542,69502,62416,0.08,51,-1658,-644,655,65471,56134,655,2707,1170,0.09,56,79720,22354,0.09,57,77504,17245,0.77,504,18016,12870,714,190092,91339
3857,207,207,60693,49487,0.79,163,64566,55990,0.05,10,2850,2645,207,70864,54612,207,2629,1035,0.17,36,105426,40377,0.18,37,95329,40421,0.73,152,19021,11963,227,164717,62195
3858,1861,1861,57690,47942,0.77,1427,61872,54976,0.09,172,1540,487,1861,64501,50870,1861,2824,919,0.11,203,85187,37747,0.11,196,71654,30938,0.75,1389,16135,11258,2021,138281,62370
3859,533,533,53874,49289,0.67,359,62258,56153,0.12,66,3001,2841,533,59373,54619,533,4284,1015,0.11,58,129324,45290,0.11,58,121716,45812,0.71,380,17127,12292,550,153866,51849
3860,4381,4381,59731,48370,0.78,3419,62668,55171,0.12,509,2243,1171,4381,63437,51275,4381,3208,1117,0.11,475,99422,35095,0.11,465,88636,24867,0.75,3291,17186,11386,4875,156832,71217
3862,2267,2267,58013,49836,0.78,1758,64935,57179,0.09,209,1287,1115,2267,61426,53174,2267,2880,1174,0.13,294,101002,38640,0.13,293,88201,24675,0.75,1706,16661,11865,2475,142933,64848
3864,124,124,45201,36825,0.69,85,50423,44280,0.1,13,3511,5517,124,47300,41156,124,1944,350,0.16,20,117613,53154,0.16,20,104409,19560,0.59,73,14412,10460,143,102244,46037
3865,330,330,51478,42669,0.78,258,52632,47747,0.08,28,4912,958,330,55540,47680,330,3953,944,0.08,27,83870,62997,0.08,26,49352,27604,0.78,256,12602,7626,391,115379,33288
3869,1193,1193,66091,54527,0.79,947,73127,63108,0.11,127,592,411,1193,68993,57076,1193,2623,1152,0.1,116,80966,25536,0.1,122,71240,13236,0.76,911,20475,14035,1316,195285,84761
3870,735,735,54151,43682,0.71,522,63677,57146,0.1,76,74,-629,735,57504,45418,735,2723,612,0.13,95,69884,31134,0.13,95,51757,21929,0.71,521,15809,11135,835,172478,79540
3871,1677,1677,59137,46082,0.73,1217,66268,54808,0.12,198,2247,833,1677,62301,49136,1677,2644,715,0.14,229,77348,33338,0.13,216,64496,20226,0.73,1224,17744,12107,1872,175122,82613
3873,226,226,41459,43336,0.69,156,68715,57295,0.11,25,4912,5509,226,45474,47069,226,2233,575,0.15,35,46704,27272,0.15,35,51886,29203,0.65,148,16950,13505,238,146519,75043
3874,386,386,105360,39620,0.65,252,57300,44258,0.1,38,5203,2880,386,110256,43452,386,4547,546,0.11,43,62598,28900,0.1,39,60517,16893,0.67,258,52336,9616,395,181293,80682
3875,11702,11702,55367,47024,0.76,8912,56761,51896,0.1,1224,3914,2806,11702,58249,49482,11702,2668,701,0.1,1160,90996,38086,0.1,1149,65254,17159,0.75,8755,14921,10254,12665,149287,62926
3878,793,793,55834,46673,0.7,554,57905,51266,0.12,95,2025,1874,793,58188,48548,793,2345,563,0.1,77,57463,20618,0.1,78,32775,6334,0.74,586,15124,10153,882,216297,94404
3880,2331,2331,53773,42367,0.63,1465,58374,51606,0.13,296,3110,1432,2331,56479,44592,2331,2665,434,0.1,222,69842,31996,0.09,210,48367,12310,0.67,1571,16443,10020,2682,229219,96808
3882,865,865,54476,44907,0.76,659,57262,54000,0.1,90,2718,2256,865,57170,47727,865,2595,702,0.11,95,84917,45099,0.11,95,69319,28958,0.71,616,15584,11774,928,142052,71867
3885,1131,1131,51139,44837,0.74,837,56055,49644,0.11,119,3141,1100,1131,53926,47386,1131,2297,540,0.15,175,93158,45975,0.15,172,77573,33458,0.73,825,13633,9730,1261,122453,62642
3886,223,223,49451,37879,0.67,149,55347,45851,0.08,17,612,40,223,52543,39603,223,2937,320,0.11,24,39943,16368,0.09,21,33262,14024,0.65,144,14592,9629,229,137106,60104
3887,179,179,41689,39386,0.68,122,50096,45540,0.08,14,1644,3804,179,44201,41236,179,2227,295,0.17,30,56855,25430,0.16,28,43455,12262,0.63,113,11710,8456,215,86794,36944
3888,1883,1883,51802,42767,0.71,1342,52778,45360,0.12,218,2883,1717,1883,54765,44532,1883,2364,391,0.11,208,113924,45988,0.11,208,85518,27543,0.7,1318,14525,9779,2100,149533,65387
3889,80,80,31937,25524,0.46,37,46769,49897,0.1,8,4820,8574,80,33855,26382,80,1128,0,0.11,9,65679,27185,0.11,9,55064,27504,0.46,37,10092,8964,94,111219,46100
