Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3890,163,163,48617,42934,0.67,110,50943,45000,0.09,15,11099,909,163,51061,45000,163,1492,300,0.12,19,53745,48947,0.11,18,46851,22796,0.74,121,12233,10667,199,117828,45329
3891,67,67,40080,37626,0.63,42,52429,43906,0.1,7,8936,6207,67,41340,38227,67,1221,260,0.28,19,85723,22413,0.27,18,80237,14435,0.67,45,9992,6469,86,163144,69666
3892,643,643,49832,37073,0.63,406,46523,36400,0.16,104,3361,3820,643,52792,39310,643,2812,342,0.19,119,65475,28844,0.16,106,46584,13548,0.66,427,14392,8716,751,188615,83131
3895,123,123,42928,31400,0.47,58,49726,38810,0.08,10,4935,7314,123,47408,33779,123,2573,98,0.19,23,120608,61834,0.19,23,88800,44381,0.58,71,13017,8449,117,115027,62677
3896,223,223,55360,43410,0.7,157,54487,45000,0.13,28,9485,3286,223,58619,45663,223,2959,415,0.11,25,56243,36236,0.1,23,44836,23071,0.71,158,15819,10685,235,177990,73925
3898,418,418,52072,43428,0.71,298,52118,43728,0.14,58,5997,2141,418,55239,44773,418,2581,546,0.16,68,90801,45518,0.17,70,67432,25544,0.75,312,13773,8953,422,133233,58160
3900,120,120,48472,39176,0.54,65,48645,47296,0.11,13,5248,3574,120,51400,42090,120,2576,300,0.22,27,105878,46964,0.23,28,86844,37006,0.7,84,14044,7715,123,138425,67177
3902,235,235,52616,44870,0.66,156,52294,48476,0.09,22,7784,3235,235,56927,48293,235,3822,741,0.13,31,76333,33045,0.12,29,71851,37469,0.69,163,15146,10837,279,181227,75107
3903,469,469,56921,43722,0.68,321,59585,50024,0.11,50,1735,2587,469,59314,45414,469,2181,520,0.15,70,91899,33855,0.14,67,77668,18077,0.74,345,15686,9566,512,163197,70186
3904,1084,1084,54322,40764,0.64,699,59281,48602,0.14,147,3367,2932,1084,57724,43756,1084,3189,503,0.12,132,75322,37066,0.12,126,53493,14174,0.68,734,16623,10438,1247,234476,101120
3909,4418,4418,51483,41423,0.71,3133,53550,46674,0.11,493,3485,1805,4418,53912,43412,4418,2284,507,0.1,428,82932,36044,0.09,416,63366,16628,0.7,3101,14202,8975,5052,169174,66154
3910,14447,14447,69820,59624,0.84,12187,70781,63590,0.11,1580,-1609,-1405,14447,72875,62413,14447,3021,1102,0.1,1403,74475,31960,0.09,1338,47109,12228,0.83,11944,19318,14318,15944,148166,77947
3911,2229,2229,69560,55286,0.78,1734,67721,59422,0.15,325,1489,410,2229,73451,58313,2229,3843,1013,0.11,255,65147,36987,0.11,245,38760,14642,0.79,1766,20779,13747,2430,162638,75881
3912,9685,9685,69872,56097,0.8,7728,67175,59384,0.12,1147,707,-311,9685,73092,58723,9685,3134,951,0.11,1091,88029,40467,0.11,1037,58456,14146,0.81,7801,20306,13606,10670,153017,76195
3913,2371,2371,70218,53906,0.76,1806,68223,58132,0.11,266,2525,206,2371,73604,56735,2371,3369,833,0.11,254,84855,45758,0.1,246,55006,17976,0.79,1862,21385,13218,2552,175452,73801
3915,5572,5572,62157,51024,0.8,4458,61962,56242,0.08,444,1016,-28,5572,64931,53114,5572,2736,846,0.11,595,78628,37827,0.1,574,52463,15259,0.78,4368,17201,11357,6161,132574,54841
3916,661,661,131484,57903,0.52,344,90263,55152,0.21,136,3993,3486,661,139286,63060,661,7693,820,0.16,105,65255,32650,0.16,106,45178,19036,0.73,480,61920,19271,727,744773,208212
3918,2623,2623,67353,52237,0.78,2037,68341,57809,0.13,344,971,-123,2623,70347,54599,2623,2949,925,0.11,295,85128,38172,0.11,285,61010,16238,0.77,2030,20210,12863,2877,177378,84643
3919,1927,1927,60968,53316,0.85,1634,62717,56302,0.08,145,-1575,-2017,1927,63807,55593,1927,2824,1044,0.12,233,82458,39864,0.12,227,55595,14833,0.81,1563,15644,11414,2220,107553,57560
3920,383,383,64165,58403,0.97,373,64071,60316,0.12,47,-2946,-733,383,66181,61340,383,2017,1162,0.03,10,60833,37240,0.02,8,61598,20597,0.91,347,13773,10136,377,144776,23652
3921,68,68,58680,31572,0.53,36,76781,47197,0.16,11,11379,11393,68,60894,33248,68,2214,160,0.24,16,63080,29665,0.22,15,54004,15266,0.6,41,24439,8480,72,153495,57000
3922,5693,5693,56102,43432,0.69,3914,57298,48488,0.14,775,3398,2348,5693,58959,45484,5693,2803,539,0.14,793,77923,33680,0.13,760,53621,13612,0.71,4020,16596,9919,6482,194205,79496
3923,479,479,65540,42379,0.61,291,59732,47400,0.16,77,6743,5392,479,68472,43494,479,2882,460,0.14,66,100317,40674,0.13,62,71555,15056,0.7,336,22462,10259,561,301708,129145
3925,2748,2748,63329,46462,0.7,1930,62848,51375,0.16,434,1632,1490,2748,66646,49453,2748,3205,750,0.15,425,75643,33528,0.15,404,47485,12457,0.73,2019,19791,11666,3098,209390,86762
3926,2220,2220,97923,52570,0.62,1381,72287,55863,0.17,385,4333,1161,2220,102851,55716,2220,4753,664,0.14,309,88018,30000,0.13,288,61401,13799,0.73,1610,40898,16322,2435,389532,129320
3927,1119,1119,85619,50860,0.6,667,80241,57613,0.17,194,1318,1222,1119,90392,55023,1119,4758,896,0.16,177,88514,32925,0.15,168,58490,9874,0.74,826,32308,15093,1269,394992,150042
3928,309,309,146173,56058,0.56,172,86200,56500,0.2,61,9340,4345,309,151834,62914,309,5645,846,0.16,50,152850,38638,0.17,51,74043,18458,0.75,231,69317,18043,355,474535,138586
3929,780,780,167480,52768,0.47,367,82574,49037,0.15,118,5701,4253,780,176281,58806,780,8759,796,0.12,95,135844,45000,0.12,92,84286,20376,0.73,569,83017,18725,834,862531,283096
3930,11685,11685,104226,62743,0.7,8172,91296,68068,0.17,1929,-1166,-418,11685,108826,66917,11685,4534,995,0.1,1163,147376,32486,0.09,1092,105081,13020,0.77,9042,40323,20185,12712,337425,138134
3931,15135,15135,72025,52126,0.71,10739,72029,60737,0.13,1960,1032,167,15135,75431,54947,15135,3365,853,0.1,1542,87727,34464,0.1,1450,56567,12734,0.75,11378,23560,13997,16845,229745,98643
3933,751,751,93337,50810,0.66,497,71940,53500,0.18,134,2345,2720,751,97461,55461,751,3765,559,0.12,89,155132,43160,0.12,88,133150,20178,0.74,558,37669,14070,794,288146,86770
3934,12235,12235,86735,56136,0.71,8675,76392,60376,0.15,1799,441,-94,12235,91210,59704,12235,4441,882,0.11,1309,92434,35400,0.1,1233,58379,13419,0.77,9409,31239,15809,13207,260736,110780
3936,7830,7830,66865,48898,0.69,5397,66249,55781,0.14,1096,3094,1600,7830,70258,51542,7830,3333,684,0.12,928,80003,33992,0.11,890,54131,14670,0.74,5791,21417,12748,8836,233558,87989
3937,1053,1053,109977,51429,0.61,639,93356,55117,0.19,197,4817,3313,1053,116969,57192,1053,6945,913,0.16,170,109145,37654,0.16,169,65456,11594,0.74,782,46720,17180,1163,492518,145456
3938,2081,2081,64492,46308,0.64,1327,65747,52965,0.16,337,4533,2292,2081,68804,50200,2081,4164,582,0.13,261,103403,31945,0.12,246,76770,15533,0.72,1499,20762,12236,2339,291201,113195
3939,8777,8777,59965,47213,0.72,6344,60802,53350,0.11,961,1547,652,8777,62883,49853,8777,2870,638,0.12,1068,73896,34972,0.12,1034,46367,13859,0.74,6472,17694,11205,9963,180052,69979
3940,2399,2399,53122,44271,0.66,1592,56307,51172,0.09,213,2209,1932,2399,55679,45871,2399,2475,537,0.11,267,81430,31360,0.1,247,62573,13630,0.7,1669,14713,9769,2686,142749,52383
3941,7745,7745,66011,45968,0.68,5274,63865,50908,0.14,1053,2331,1508,7745,69442,48586,7745,3357,600,0.15,1183,86753,40750,0.15,1135,56617,15443,0.74,5726,21138,11074,8849,201445,75675
3942,1705,1705,90437,49661,0.57,979,77573,52138,0.17,291,3828,2931,1705,95311,53738,1705,4781,601,0.14,233,75369,35380,0.13,224,41335,13632,0.71,1205,37195,15149,1974,428654,143995
3943,1301,1301,113388,52745,0.47,617,82145,53105,0.2,258,13528,6509,1301,120100,56325,1301,6389,550,0.12,158,228990,45662,0.11,148,191665,16906,0.72,933,51963,18217,1457,840101,230791
3944,641,641,222254,72315,0.38,244,104442,59362,0.2,125,5483,5249,641,235331,80413,641,13013,1781,0.08,51,162457,56107,0.07,44,108667,17227,0.76,489,111668,27160,661,1833073,629374
3945,649,649,59038,42647,0.62,403,61907,56764,0.12,77,1635,1765,649,63973,47795,649,4527,564,0.16,106,95323,37705,0.17,108,80035,35045,0.66,429,20158,12560,663,204538,88749
3946,170,170,54563,41428,0.56,95,63908,52836,0.14,23,1481,1278,170,57660,44246,170,2710,294,0.21,36,127406,47958,0.21,36,102729,36112,0.68,116,17330,10055,189,194543,87080
3950,2963,2963,56062,46008,0.76,2240,59153,52804,0.1,306,1627,895,2963,58799,48627,2963,2533,720,0.11,337,80530,32591,0.11,331,59054,16405,0.74,2186,15627,11122,3235,144113,67587
3951,675,675,55675,43772,0.64,435,55738,48008,0.16,111,4198,3249,675,59202,46910,675,2925,532,0.15,98,64739,37518,0.14,96,52131,24140,0.71,478,16467,10175,721,191121,83858
3953,4945,4945,59174,46859,0.7,3461,59105,52718,0.11,556,2606,1736,4945,62984,49975,4945,3287,675,0.12,609,119213,36270,0.12,587,94344,18000,0.75,3686,17103,11294,5266,187772,77274
3954,265,265,53762,40712,0.66,174,56837,46356,0.17,45,1184,1266,265,56836,45149,265,2623,546,0.18,47,88396,44199,0.17,44,70010,23516,0.66,175,16764,10872,269,227333,104768
3956,1660,1660,57669,42466,0.6,994,55741,47668,0.14,225,2479,1759,1660,61454,45990,1660,3437,505,0.17,287,98905,33490,0.17,283,77592,14677,0.69,1141,18411,10549,1861,201451,84906
3957,204,204,60339,51165,0.63,128,53586,47008,0.11,23,2084,3181,204,66766,55938,204,4805,803,0.11,22,139454,53111,0.1,21,122028,25236,0.78,159,15885,9327,202,198700,66129
3958,172,172,54053,45942,0.57,98,51093,48116,0.13,22,298,853,172,57619,47328,172,3113,414,0.2,35,103526,34752,0.19,33,89007,24950,0.7,120,16081,10982,168,122861,55758
3959,764,764,52410,39542,0.59,454,57980,46900,0.17,133,5881,4699,764,57518,43076,764,3569,453,0.18,136,92805,33689,0.17,130,71117,14842,0.69,527,17203,9510,837,230454,90325
3960,1614,1614,54024,41604,0.62,995,55873,49289,0.12,197,2390,1808,1614,58298,45057,1614,3083,604,0.15,243,126161,36753,0.15,240,100667,19440,0.69,1114,16228,9679,1773,215656,88070
3962,511,511,44516,39159,0.68,346,55519,48518,0.11,57,1747,928,511,48856,41180,511,2607,425,0.16,80,111251,31564,0.16,80,98947,24880,0.67,341,13505,8513,583,143866,64039
3964,105,105,57700,44981,0.74,78,59849,54107,0.12,13,3489,1440,105,61798,49790,105,4062,686,0.13,14,118896,32870,0.14,15,83259,16042,0.75,79,16004,8163,125,158075,79227
3965,123,123,47474,35262,0.61,75,48728,45324,0.13,16,6635,4944,123,49333,37666,123,1655,310,0.12,15,71559,48460,0.11,14,68734,39414,0.61,75,15979,10710,144,214165,96931
3966,353,353,56769,42218,0.69,242,51311,45086,0.11,40,5736,1158,353,61306,44492,353,2316,297,0.13,47,161555,65981,0.13,46,132873,41768,0.67,237,18187,10344,352,130459,62841
3967,72,72,52791,42402,0.56,40,58428,51896,0.1,7,5373,1083,72,59539,47344,72,3361,190,0.21,15,181795,42412,0.21,15,145222,38851,0.67,48,16764,12138,74,138784,59959
3971,2317,2317,47691,39780,0.69,1608,54620,49235,0.11,244,3611,2549,2317,51420,42854,2317,2930,512,0.12,273,132914,38096,0.12,267,113175,22430,0.68,1574,14156,9135,2570,158935,70334
3975,11179,11179,64536,56037,0.85,9520,68581,62530,0.2,2235,-5632,-4041,11179,67284,58597,11179,2721,1099,0.13,1442,54327,29978,0.12,1357,32004,12269,0.81,9057,17555,13122,10730,79243,39722
3976,14566,14566,53365,50254,0.84,12197,57519,55653,0.09,1292,-4248,-3065,14566,55706,52692,14566,2316,820,0.14,2057,51830,33388,0.13,1939,29951,14159,0.79,11552,12708,10377,14855,66490,25819
3977,71565,71565,62018,55170,0.85,60944,65173,60280,0.11,7961,-4248,-3365,71565,64757,57687,71565,2719,1039,0.13,8979,57667,28800,0.12,8471,37230,12520,0.81,58171,16253,12317,72309,88818,39713
3978,33550,33550,63204,56901,0.87,29200,66699,62435,0.12,3936,-5266,-4184,33550,66031,59720,33550,2811,1251,0.16,5488,46252,23360,0.15,5178,29499,11274,0.83,27820,16334,12750,31010,57467,28429
3979,253,253,54460,42684,0.67,169,59154,54034,0.08,19,534,-634,253,59195,47331,253,3071,457,0.16,41,85553,49627,0.16,40,67861,25108,0.67,169,17199,12128,245,203826,84694
3980,2128,2128,65518,55618,0.81,1722,65690,59784,0.12,246,494,-644,2128,68505,58330,2128,2910,1094,0.11,237,83845,40171,0.11,233,56982,15500,0.82,1743,17722,12690,2412,147058,75526
3981,3315,3315,65501,55250,0.8,2657,64751,59069,0.1,319,1552,-83,3315,68602,57885,3315,2908,880,0.11,370,102585,45084,0.11,357,79319,21124,0.8,2653,18593,13037,3897,102945,44280
3984,4599,4599,61185,52477,0.78,3599,63404,59312,0.09,401,2545,811,4599,64262,54818,4599,2989,929,0.12,537,88434,40899,0.11,514,58724,16546,0.78,3567,16998,12141,5021,123531,57794
3987,973,973,60028,53099,0.77,747,64831,60159,0.11,111,-1526,-1362,973,62983,55077,973,2857,800,0.12,121,116002,57334,0.13,122,88421,24566,0.78,762,16040,12399,1058,128331,74047
3988,711,711,52183,45051,0.68,482,60110,53318,0.11,80,1670,127,711,55690,48573,711,3111,602,0.15,110,109394,39168,0.15,110,90596,26978,0.72,514,15569,10341,746,165683,71138
3990,97,97,50855,43596,0.64,62,50672,43338,0.21,20,7816,5879,97,53575,45018,97,2533,374,0.2,19,79255,41661,0.2,19,56786,23808,0.7,68,13539,9749,96,225498,113643
3991,269,269,54732,41870,0.71,190,60004,49983,0.12,33,2476,-1357,269,57881,43586,269,3040,471,0.15,41,95287,36568,0.15,41,77850,23662,0.7,189,16781,9180,292,121395,51975
3992,779,779,52211,45016,0.76,589,56333,50869,0.07,56,660,-236,779,55067,47475,779,2709,744,0.13,98,124048,44052,0.12,96,104047,22030,0.74,576,13799,9270,870,142655,57959
3995,6592,6592,52356,43716,0.74,4867,54379,48922,0.11,708,1614,1614,6592,55548,46219,6592,2854,742,0.13,839,73410,31242,0.12,807,50705,13697,0.72,4770,13970,9346,7304,157000,63305
3996,3856,3856,63484,45409,0.65,2501,63514,52272,0.16,617,2491,1503,3856,67214,48730,3856,3552,764,0.12,457,99127,43136,0.11,439,69235,16461,0.7,2713,20806,12823,4356,288159,118976
4000,17049,17049,75060,46355,0.84,14243,66156,49999,0.11,1803,2452,1115,17049,78350,48959,17049,3189,498,0.12,2034,79659,13446,0.09,1532,49733,6895,0.75,12757,26769,11800,15031,172039,21196
4005,12853,12853,128791,76314,0.79,10153,102172,77461,0.17,2203,2699,1209,12853,133995,79843,12853,5094,1150,0.11,1392,156920,25234,0.1,1241,92655,10143,0.85,10947,48337,20868,13857,331844,83690
4006,20621,20621,82672,62424,0.87,17976,75889,65091,0.1,2015,-660,-246,20621,85994,64997,20621,3267,896,0.12,2380,55719,13480,0.09,1933,34980,7044,0.83,17138,25969,14990,19776,155448,31824
4007,11414,11414,133268,70260,0.77,8741,97841,71917,0.15,1711,1444,609,11414,140194,74120,11414,6765,1129,0.1,1108,1023088,28736,0.09,1005,1029460,13063,0.83,9424,53245,19554,11830,337897,82093
4008,211,211,71027,62290,0.87,183,69278,65432,0.07,14,-500,382,211,73699,65698,211,2672,898,0.09,19,47792,18000,0.08,17,20922,9775,0.85,180,18869,14842,266,140092,59208
4009,85,85,81889,53130,0.72,61,70358,63302,0.12,10,-9521,-9076,85,84875,57547,85,2381,586,0.07,6,127823,22698,0.06,5,119808,6051,0.95,81,22957,11855,73,171878,50738
4010,2812,2812,80361,65256,0.84,2365,80182,69507,0.13,355,828,-35,2812,83888,68380,2812,3218,962,0.1,285,75291,19132,0.09,252,47320,7891,0.84,2358,23799,16300,2887,165888,50291
4011,11153,11153,112172,69694,0.8,8938,96155,71678,0.15,1662,737,307,11153,117105,73216,11153,4866,1100,0.09,1047,186646,28508,0.09,971,112798,11141,0.83,9267,40968,18997,11979,278994,90716
4012,16421,16421,85132,68306,0.86,14100,84067,71886,0.12,2023,496,13,16421,88498,71116,16421,3291,1032,0.09,1488,82963,23840,0.08,1353,57057,10084,0.84,13844,25959,17164,17586,170365,73615
4013,3479,3479,81860,65286,0.87,3033,81086,68651,0.12,410,-1780,-1468,3479,85088,68125,3479,3211,1050,0.1,335,68470,21130,0.09,306,42004,9155,0.84,2934,24572,15942,3674,162778,67065
4014,8930,8930,80471,69388,0.86,7710,82619,74382,0.14,1244,-202,-463,8930,83775,72312,8930,3260,1152,0.08,691,79127,28420,0.07,641,52578,11294,0.84,7502,23707,17769,9689,161274,83322
4017,23669,23669,72994,60908,0.83,19740,75589,66424,0.13,3012,557,30,23669,75847,63600,23669,2829,939,0.08,1979,64125,26848,0.08,1894,39774,10081,0.81,19267,21274,15201,26327,178944,88945
4018,8758,8758,63381,56074,0.83,7305,67881,62415,0.1,903,-808,-657,8758,65689,58392,8758,2293,794,0.11,953,55591,23375,0.1,890,38721,10244,0.8,7045,16933,13009,8852,121186,53061
4019,12341,12341,65509,54309,0.8,9835,68117,60794,0.12,1443,1787,678,12341,68391,56636,12341,2845,845,0.09,1094,71311,31020,0.09,1058,45152,11572,0.78,9669,18614,13012,14035,162994,77660
4020,16593,16593,72247,54711,0.74,12318,74650,63069,0.15,2438,2997,728,16593,75642,57541,16593,3309,804,0.08,1386,119105,30232,0.08,1330,92777,11598,0.76,12561,23113,14430,18273,225603,96225
4021,5296,5296,57550,51318,0.82,4326,61819,57222,0.09,451,895,250,5296,59917,53256,5296,2362,716,0.07,390,79088,32937,0.07,377,56202,11294,0.77,4091,15089,11578,5927,118845,55398
4022,3962,3962,55758,49426,0.81,3228,60925,55949,0.08,306,1263,60,3962,58339,51768,3962,2526,750,0.07,281,50969,23865,0.07,261,30635,9534,0.76,3009,14531,11122,4312,115462,48121
4025,133,133,55745,43580,0.77,102,61946,51068,0.07,9,2671,6772,133,60322,45871,133,4577,1778,0.14,19,114718,52101,0.13,17,93986,19005,0.85,113,13551,6667,128,112028,43874
4030,13228,13228,92447,67068,0.86,11432,85840,69463,0.13,1744,381,-52,13228,96118,69900,13228,3638,1028,0.1,1290,83639,20557,0.09,1136,44588,8498,0.85,11178,29945,16932,13919,183491,61581
4031,9788,9788,88941,69950,0.86,8447,87097,73261,0.13,1257,130,-195,9788,92598,72912,9788,3611,1082,0.09,884,103143,23976,0.08,802,74598,10201,0.84,8219,28055,18442,10373,185554,87220
4032,12446,12446,67697,57822,0.82,10224,70731,63629,0.1,1242,2063,324,12446,70381,60300,12446,2675,820,0.08,1055,58439,23134,0.08,953,32776,9210,0.8,9940,19243,13978,12830,151525,51834
4034,29943,29943,69591,59095,0.82,24420,73282,65648,0.13,3770,1091,36,29943,72401,61704,29943,2765,856,0.08,2539,67600,23040,0.08,2386,43433,9992,0.8,23908,20102,14749,32043,171321,71937
4035,18702,18702,86370,65838,0.81,15099,83528,71076,0.16,2959,1729,-449,18702,90015,69024,18702,3574,1000,0.08,1458,94178,32017,0.07,1374,57977,13374,0.81,15077,28394,18013,19749,239292,107910
4036,4538,4538,64862,58848,0.87,3930,68068,63726,0.09,407,-1693,-1095,4538,67387,61480,4538,2493,900,0.09,397,65394,27088,0.08,371,41788,10531,0.82,3719,17055,13757,4956,125435,65305
4037,5245,5245,80370,65918,0.84,4418,81867,70312,0.14,726,-1334,-514,5245,83789,69057,5245,3379,1046,0.08,414,99249,33126,0.08,398,70693,13890,0.82,4295,24467,17643,5589,202358,112385
4051,19923,19923,99481,70891,0.85,16904,92554,73452,0.16,3151,54,-93,19923,103416,74222,19923,3891,1072,0.1,1921,112851,25032,0.09,1725,64755,9173,0.84,16741,33499,18664,21188,220703,89533
4053,31637,31637,81159,66944,0.85,26749,81287,72395,0.13,4080,284,-174,31637,84322,69924,31637,3134,1043,0.08,2616,75097,23957,0.08,2421,49156,9778,0.83,26235,24543,17130,34094,186792,87535
4054,8864,8864,71623,62039,0.83,7381,75850,69011,0.1,914,73,-543,8864,74273,64440,8864,2629,897,0.08,717,60199,22592,0.08,674,35891,8008,0.81,7191,20385,15831,9829,174498,89140
4055,14302,14302,81754,68494,0.83,11932,83413,74698,0.14,1969,-786,-699,14302,84872,71156,14302,3091,1038,0.07,1064,61322,23561,0.07,999,32795,9827,0.82,11672,25232,18625,15574,221986,120167
4059,9351,9351,84003,56083,0.85,7963,76945,59596,0.13,1233,-49,-198,9351,87177,58686,9351,3152,719,0.12,1084,84973,18064,0.1,929,48670,7765,0.78,7278,29184,15433,9332,182531,45098
4060,9123,9123,109573,72258,0.81,7416,99753,74744,0.17,1508,-310,210,9123,114494,75923,9123,4859,1086,0.1,900,144343,32252,0.09,820,81831,11576,0.82,7458,39900,21328,9729,279684,126626
4061,11401,11401,92627,67743,0.78,8943,91802,76887,0.15,1677,-59,155,11401,96279,71236,11401,3578,998,0.09,1048,85373,27564,0.09,970,44687,9110,0.79,8957,32673,20724,12482,282157,138075
4064,9293,9293,107612,69072,0.83,7742,93448,69696,0.15,1396,-410,172,9293,112283,72741,9293,4542,1000,0.1,896,194002,26404,0.09,816,131622,10030,0.83,7732,38405,19206,9698,246523,65954
4065,6668,6668,127312,79616,0.78,5219,112101,80022,0.18,1183,206,737,6668,133090,84355,6668,5686,1191,0.1,662,198164,33180,0.09,617,129952,11361,0.82,5494,48606,25246,7231,317822,147113
4066,13523,13523,90065,60523,0.82,11118,81794,63820,0.13,1754,1401,984,13523,93755,63099,13523,3625,715,0.1,1321,104839,20915,0.09,1158,55003,8294,0.79,10703,31667,16600,13687,237781,54538
4067,7209,7209,78773,43332,0.77,5557,68473,45165,0.13,944,2730,1701,7209,82081,45080,7209,3256,330,0.09,615,132769,19456,0.07,512,79440,10012,0.68,4908,32192,14687,6869,296277,32372
4068,17620,17620,96972,59844,0.77,13613,85199,64508,0.15,2728,2817,754,17620,100839,63048,17620,3791,700,0.09,1518,112857,21244,0.08,1347,61312,8826,0.77,13606,36726,17304,17518,292799,67766
4069,23556,23556,109331,70286,0.74,17453,100943,77656,0.2,4627,1106,646,23556,113972,74369,23556,4524,965,0.09,2048,127026,33000,0.08,1890,73151,12112,0.78,18427,41979,23028,24997,341222,137289
4070,7831,7831,81866,65293,0.8,6292,84622,74040,0.13,992,-784,-578,7831,85216,68504,7831,3302,949,0.1,747,66936,25789,0.09,689,40540,10091,0.8,6232,26121,18788,8275,212270,101180
4073,5989,5989,86710,66536,0.79,4715,89518,75081,0.19,1153,1046,366,5989,90302,69898,5989,3568,944,0.09,512,92682,29865,0.08,460,63606,10561,0.79,4727,29051,19458,6282,250480,121867
4074,15724,15724,76108,62146,0.79,12364,79993,70692,0.16,2529,493,511,15724,79327,65125,15724,3161,887,0.08,1271,92928,28682,0.08,1184,59379,11272,0.78,12318,23908,17276,16986,224846,98410
4075,16572,16572,90313,67339,0.81,13464,88113,73334,0.15,2505,577,365,16572,93946,70508,16572,3598,958,0.08,1399,108957,24274,0.08,1283,69544,9018,0.81,13360,30461,19022,17614,236402,97529
